pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Constituency_Type,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Terms,Terms_Contested
AEAP23017,11,0,1996,SULTAN SALAHUDDIN OWAISI,,Andhra_Pradesh,HYDERABAD,GEN,AIMIM,MIM,321045,M,1,6,FALSE,TRUE,34.57,73273,7.89,5,6
AEAP23017,12,0,1998,SULTAN SALAHUDDIN OWAISI,,Andhra_Pradesh,HYDERABAD,GEN,AIMIM,AIMIM,485785,M,1,6,FALSE,TRUE,44.65,71612,6.58,5,6
AEAP8059,11,0,1996,BHUMA VENKATA NAGI REDDY,GEN,Andhra_Pradesh,NANDYAL,GEN,TDP,,267901,M,2,3,FALSE,FALSE,36.86,193823,26.67,2,2
AEAP8059,11,1,1996,Bhuma Nagi Reddy,GEN,Andhra_Pradesh,NANDYAL,GEN,TDP,TDP,567042,F,1,3,FALSE,FALSE,80.94,440150,62.83,2,2
AEAP8059,12,0,1998,BHUMA NAGI REDDY,GEN,Andhra_Pradesh,NANDYAL,GEN,TDP,TDP,338100,M,1,3,FALSE,TRUE,48.47,4650,0.67,2,2
AEAR81856,12,0,1998,JARBOM GAMLIN,,Arunachal_Pradesh,ARUNACHAL WEST,GEN,INC,,58936,M,2,1,FALSE,FALSE,30.46,28449,14.71,,1
AEAS189529,12,0,1998,KARTIK HAZARIKA,,Assam,TEZPUR,GEN,AGP,,137330,M,3,1,FALSE,FALSE,21.65,119606,18.86,,1
AEAS193957,11,0,1996,PANNA LAL OSWAL,,Assam,DHUBRI,GEN,BJP,,170985,M,3,2,FALSE,FALSE,21.79,115163,14.68,,2
AEAS193957,12,0,1998,DR. PANNALAL OSWAL,,Assam,DHUBRI,GEN,BJP,BJP,180987,M,2,2,FALSE,FALSE,24.18,101708,13.59,,2
AEAS195471,10,0,1991,KABINDRA PURKAYASTHA,GEN,Assam,SILCHAR,GEN,BJP,,204201,M,1,3,FALSE,FALSE,38.87,10851,2.07,2,3
AEAS195471,11,0,1996,KABINDRA PURKAYASTHA,GEN,Assam,SILCHAR,GEN,BJP,BJP,169663,M,2,3,FALSE,TRUE,30.45,48960,8.79,2,3
AEAS195471,12,0,1998,KABINDRA PURKAYASTHA,GEN,Assam,SILCHAR,GEN,BJP,BJP,230747,M,1,3,FALSE,FALSE,37.05,19940,3.2,2,3
AEAS196109,8,0,1985,BIJOY KRISHNA HANDIQUE,GEN,Assam,JORHAT,GEN,INC,,189787,M,2,3,FALSE,FALSE,37.57,177397,35.12,2,3
AEAS196109,11,0,1996,BIJOY KRISHNA HANDIQUE,GEN,Assam,JORHAT,GEN,INC,INC,311578,M,1,3,FALSE,FALSE,47.99,47239,7.28,2,3
AEAS196109,12,0,1998,Bijoy Krishna Handique,GEN,Assam,JORHAT,GEN,INC,INC,216406,M,1,3,FALSE,TRUE,65.13,162009,48.76,2,3
AEAS196425,6,0,1977,CHARAN NARZARY,,Assam,KOKRAJHAR,ST,IND,,186808,M,1,3,FALSE,FALSE,56.49,42903,12.97,1,3
AEAS196425,11,0,1996,CHARAN NARZARY,,Assam,KOKRAJHAR,ST,BJP,IND,122609,M,5,3,FALSE,FALSE,16.09,105449,13.84,1,3
AEAS196425,12,0,1998,CHARAN NARZARY,,Assam,KOKRAJHAR,ST,BJP,BJP,115875,M,4,3,FALSE,FALSE,15.34,26405,3.5,1,3
AEGA82273,12,0,1998,RAVI SITARAM NAIK,,Goa,PANAJI,GEN,INC,,68224,M,1,1,FALSE,FALSE,28.27,417,0.17,1,1
AEGA82583,11,0,1996,ALEMAO CHURCHIL BRAZ,GEN,Goa,MORMUGAO,GEN,UGDP,,109346,M,1,2,FALSE,FALSE,40.52,25292,9.37,1,2
AEGA82583,12,0,1998,ALEMAO CHURCHIL BRAZ,GEN,Goa,MORMUGAO,GEN,UGDP,UGDP,88839,M,3,2,FALSE,TRUE,30.48,80186,27.51,1,2
AEGA83584,11,0,1996,KHALAP RAMAKANT D,,Goa,PANAJI,GEN,MAG,,92348,M,1,2,FALSE,FALSE,43.4,10545,4.96,1,2
AEGA83584,12,0,1998,KHALAP RAMAKANT DATTARAM,,Goa,PANAJI,GEN,MAG,MAG,61538,M,3,2,FALSE,TRUE,25.5,17819,7.38,1,2
AEGJ13756,12,0,1998,GOHIL SHAKTISINHJI HARICHANDRASINHJI,,Gujarat,BHAVNAGAR,GEN,INC,,210138,M,2,1,FALSE,FALSE,38.51,175031,32.08,,1
AEGJ2106,12,0,1998,JORA JETHALAL RANABHAI,,Gujarat,JUNAGADH,GEN,INC,,228356,M,2,1,FALSE,FALSE,38.31,191994,32.21,,1
AEGJ4304,9,0,1989,HARIN PATHAK,GEN,Gujarat,AHMEDABAD,GEN,BJP,,334098,M,1,4,FALSE,FALSE,58.59,147357,25.84,4,4
AEGJ4304,10,0,1991,HARIN PATHAK,GEN,Gujarat,AHMEDABAD,GEN,BJP,BJP,233568,M,1,4,FALSE,TRUE,59.26,91885,23.31,4,4
AEGJ4304,11,0,1996,HARIN PATHAK,GEN,Gujarat,AHMEDABAD,GEN,BJP,BJP,210967,M,1,4,FALSE,TRUE,61.31,98517,28.63,4,4
AEGJ4304,12,0,1998,HARIN PATHAK,GEN,Gujarat,AHMEDABAD,GEN,BJP,BJP,350699,M,1,4,FALSE,TRUE,55.9,136813,21.81,4,4
AEGJ6786,12,0,1998,PATEL RAMANLAL NAGARJI,,Gujarat,BULSAR,ST,AIRJP,,23610,M,3,1,FALSE,FALSE,3.84,8641,1.4,,1
AEHR2236,10,0,1991,BHUPENDER SINGH,GEN,Haryana,ROHTAK,GEN,INC,,241235,M,1,3,FALSE,FALSE,44,30573,5.58,3,3
AEHR2236,11,0,1996,BHUPENDER,GEN,Haryana,ROHTAK,GEN,INC,INC,198154,M,1,3,FALSE,TRUE,31.71,2664,0.43,3,3
AEHR2236,12,0,1998,BHUPINDER SINGH,GEN,Haryana,ROHTAK,GEN,INC,INC,254951,M,1,3,FALSE,TRUE,38.66,383,0.06,3,3
AEHR828,9,0,1989,BHAJAN LAL,GEN,Haryana,FARIDABAD,GEN,INC,,404646,M,1,2,FALSE,FALSE,57.81,131227,18.75,2,2
AEHR828,12,0,1998,BHAJAN LAL,GEN,Haryana,KARNAL,GEN,INC,INC,327750,M,1,2,FALSE,FALSE,41.14,52061,6.53,2,2
AEJK103243,12,0,1998,AGA SYED MOHDI,,Jammu_&_Kashmir,SRINAGAR,GEN,INC,,73770,M,2,1,FALSE,FALSE,30.45,62635,25.85,,1
AEJK103310,12,0,1998,SHOWKAT HUSSAIN WANI,,Jammu_&_Kashmir,ANANTNAG,GEN,BJP,,6861,M,4,1,FALSE,FALSE,3.18,5074,2.36,,1
AEJK103542,11,0,1996,VAID VISHNO DUTT,,Jammu_&_Kashmir,JAMMU,GEN,BJP,,147495,M,2,2,FALSE,FALSE,26,55915,9.86,1,2
AEJK103542,12,0,1998,VAID VISHNO DUTT,,Jammu_&_Kashmir,JAMMU,GEN,BJP,BJP,336472,M,1,2,FALSE,FALSE,43.26,127901,16.44,1,2
AEJK103876,12,0,1998,MOHD. MAQBOOL DAR,GEN,Jammu_&_Kashmir,ANANTNAG,GEN,JD,,10818,M,3,1,FALSE,FALSE,5.02,3957,1.84,,1
AEJK104539,9,0,1989,RAJINDER SINGH CHIB,,Jammu_&_Kashmir,JAMMU,GEN,JD,,218006,M,2,2,FALSE,FALSE,38.03,175553,30.63,,2
AEJK104539,12,0,1998,RAJINDER SINGH CHIB,,Jammu_&_Kashmir,UDHAMPUR,GEN,JKN,JD,169449,M,2,2,TRUE,FALSE,32.88,132718,25.76,,2
AEJK105102,12,0,1998,THAKUR RANDHIR SINGH,,Jammu_&_Kashmir,UDHAMPUR,GEN,INC,,36731,M,3,1,FALSE,FALSE,7.13,8114,1.57,,1
AEKA105866,6,0,1977,S. MALLIKARJUNIAH,,Karnataka,TUMKUR,GEN,BLD,,170269,M,2,5,FALSE,FALSE,41.41,166408,40.47,2,5
AEKA105866,7,0,1980,S. MALLIKARJUNIAH,,Karnataka,TUMKUR,GEN,JNP,BLD,126168,M,2,5,TRUE,FALSE,28.77,72883,16.62,2,5
AEKA105866,10,0,1991,S. MALLIKARJUNAIAH,GEN,Karnataka,TUMKUR,GEN,BJP,JNP,255186,M,1,5,TRUE,FALSE,43.29,18917,3.21,2,5
AEKA105866,11,0,1996,S MALLIKARJUNAIAH,GEN,Karnataka,TUMKUR,GEN,BJP,BJP,176516,M,2,5,FALSE,TRUE,26.26,25163,3.74,2,5
AEKA105866,12,0,1998,S.MALLIKARJUNAIAH,GEN,Karnataka,TUMKUR,GEN,BJP,BJP,327312,M,1,5,FALSE,FALSE,45.5,71187,9.9,2,5
AEKA105918,12,0,1998,C.BYRE GOWDA,,Karnataka,CHIKBALLAPUR,GEN,JD,,233706,M,2,1,FALSE,FALSE,28.77,29347,3.61,,1
AEKA106234,12,0,1998,M.VEERAPPA MOILY,GEN,Karnataka,CHIKMAGALUR,GEN,INC,,263641,M,2,1,FALSE,FALSE,36.69,144149,20.06,,1
AEKA106324,7,0,1980,D.K. NAIKAR,,Karnataka,DHARWAD NORTH,GEN,INC(I),,208269,M,1,6,FALSE,FALSE,58.19,96694,27.01,4,6
AEKA106324,8,0,1984,NAIKAR DYAMAPPA KALLAPPA,,Karnataka,DHARWAD NORTH,GEN,INC,INC(I),229865,M,1,6,FALSE,TRUE,52.31,44851,10.21,4,6
AEKA106324,9,0,1989,D.K.NAIKAR,,Karnataka,DHARWAD NORTH,GEN,INC,INC,276545,M,1,6,FALSE,TRUE,45.61,55548,9.16,4,6
AEKA106324,10,0,1991,D.K. NAIKAR,,Karnataka,DHARWAD NORTH,GEN,INC,INC,157682,M,1,6,FALSE,TRUE,33.26,21791,4.6,4,6
AEKA106324,11,0,1996,D K NAIKAR,,Karnataka,DHARWAD NORTH,GEN,INC,INC,149768,M,3,6,FALSE,TRUE,25.64,146665,25.11,4,6
AEKA106324,12,0,1998,D.K.NAIKAR,,Karnataka,DHARWAD NORTH,GEN,INC,INC,210459,M,2,6,FALSE,FALSE,31.07,96696,14.28,4,6
AEKA106861,9,0,1989,G.MADE GOWDA,,Karnataka,MANDYA,GEN,INC,,337024,M,1,4,FALSE,FALSE,47.72,74889,10.6,2,4
AEKA106861,10,0,1991,G. MADEGOWDA,,Karnataka,MANDYA,GEN,INC,INC,259500,M,1,4,FALSE,TRUE,42.48,95347,15.61,2,4
AEKA106861,11,0,1996,G MADEGOWDA,,Karnataka,MANDYA,GEN,INC,INC,302466,M,2,4,FALSE,TRUE,41.4,231643,31.7,2,4
AEKA106861,12,0,1998,G.MADE GOWDA,,Karnataka,MANDYA,GEN,INC,INC,250916,M,2,4,FALSE,FALSE,31.97,148457,18.92,2,4
AEKA106963,9,0,1989,H.C.SRIKANTAIAH,GEN,Karnataka,HASSAN,GEN,INC,,403286,M,1,4,FALSE,FALSE,54.15,189155,25.4,1,4
AEKA106963,10,0,1991,H.C. SRIKANTHAIAH ALIAS ANNAIAH,GEN,Karnataka,HASSAN,GEN,INC,INC,257570,M,2,4,FALSE,TRUE,37.15,108537,15.65,1,4
AEKA106963,11,0,1996,H C SRIKANTAIAH @ ANNAIAH,GEN,Karnataka,HASSAN,GEN,IND,INC,1879,M,9,4,FALSE,FALSE,0.25,34,0,1,4
AEKA106963,12,0,1998,H.C.SREEKANTAIAH @ ANNAIAH,GEN,Karnataka,HASSAN,GEN,INC,IND,304753,M,2,4,FALSE,FALSE,35.7,99125,11.61,1,4
AEKA107071,11,0,1996,S BANGARAPPA,GEN,Karnataka,SHIMOGA,GEN,KCP,,303152,M,1,2,FALSE,FALSE,42.12,72236,10.04,1,2
AEKA107071,12,0,1998,S.BANGARAPPA,GEN,Karnataka,SHIMOGA,GEN,KTVP,KCP,186731,M,3,2,TRUE,TRUE,24.07,148778,19.17,1,2
AEKA107327,12,0,1998,PATIL MALLANAGOUDA BASANAGOUDA,,Karnataka,BIJAPUR,GEN,INC,,261623,M,1,1,FALSE,FALSE,40.92,52822,8.26,1,1
AEKA107680,10,0,1991,H.D. DEVEGOWDA,GEN,Karnataka,HASSAN,GEN,JP,,260761,M,1,2,FALSE,FALSE,37.61,3191,0.46,2,2
AEKA107680,12,0,1998,H.D.DEVEGOWDA,GEN,Karnataka,HASSAN,GEN,JD,JP,336407,M,1,2,TRUE,FALSE,39.41,31654,3.71,2,2
AEKA10836,10,0,1991,BOBATI UDACHAPPA KHEERAPPA,,Karnataka,KANARA,GEN,KRS,,45515,M,4,2,FALSE,FALSE,9.43,0,0,,2
AEKA10836,12,0,1998,BOBATI UDACHAPPA KHEERAPPA,,Karnataka,KANARA,GEN,JD,KRS,36558,M,3,2,TRUE,FALSE,5.11,9536,1.33,,2
AEKA11069,12,0,1998,CHAUGULE SHAKUNTALA TUKARAM,,Karnataka,CHIKKODI,SC,JD,,76165,F,3,1,FALSE,FALSE,11.22,70868,10.44,,1
AEKA11297,12,0,1998,ABDUL SAMAD SIDDIQUI,,Karnataka,RAICHUR,GEN,LS,,117999,M,3,1,FALSE,FALSE,20.05,108640,18.46,,1
AEKA11323,12,0,1998,AGADI VIRUPAKSHAPPA SANGANNA,GEN,Karnataka,KOPPAL,GEN,LS,,175473,M,3,1,FALSE,FALSE,24.8,143600,20.3,,1
AEKA1134,11,0,1996,QAMARUL ISLAM,,Karnataka,GULBARGA,GEN,JD,,203521,M,1,2,FALSE,FALSE,35.9,15545,2.74,1,2
AEKA1134,12,0,1998,QAMARUL ISLAM,,Karnataka,GULBARGA,GEN,JD,JD,197184,M,2,2,FALSE,TRUE,26.8,56271,7.65,1,2
AEKA11963,9,0,1989,V.DHANAJAYA KUMAR,GEN,Karnataka,MANGALORE,GEN,BJP,,184575,M,2,4,FALSE,FALSE,29.53,51042,8.17,3,4
AEKA11963,10,0,1991,V. DHANANJAYA KUMAR,GEN,Karnataka,MANGALORE,GEN,BJP,BJP,274700,M,1,4,FALSE,FALSE,49.81,35005,6.35,3,4
AEKA11963,11,0,1996,V DHANANJAYA KUMAR,GEN,Karnataka,MANGALORE,GEN,BJP,BJP,250765,M,1,4,FALSE,TRUE,36.72,14499,2.12,3,4
AEKA11963,12,0,1998,V.DHANANJAYA KUMAR,GEN,Karnataka,MANGALORE,GEN,BJP,BJP,341362,M,1,4,FALSE,TRUE,48.15,6907,0.97,3,4
AEKA1296,10,0,1991,VENKATESH NAIK,ST,Karnataka,RAICHUR,GEN,INC,,194709,M,1,3,FALSE,FALSE,51.66,122458,32.49,2,3
AEKA1296,11,0,1996,A VENKATESH NAIK,ST,Karnataka,RAICHUR,GEN,INC,INC,178515,M,2,3,FALSE,TRUE,37.13,106022,22.05,2,3
AEKA1296,12,0,1998,A.VENKATESH NAIK,ST,Karnataka,RAICHUR,GEN,INC,INC,264187,M,1,3,FALSE,FALSE,44.89,78278,13.3,2,3
AEKA13679,12,0,1998,GUNDAPPA KORWAR,,Karnataka,BIDAR,SC,INC,,101150,M,3,1,FALSE,FALSE,16.96,69862,11.72,,1
AEKA1634,12,0,1998,SHIVANNANAVAR BASAVARAJ NEELAPPA,,Karnataka,DHARWAD SOUTH,GEN,JD,,126722,M,3,1,FALSE,FALSE,17.99,118724,16.85,,1
AEKA1947,7,0,1980,SHAMANUR SHIVASHANKARAPPA,,Karnataka,DAVANGERE,GEN,INC(U),,86167,M,3,2,FALSE,FALSE,20.08,83351,19.42,1,2
AEKA1947,12,0,1998,SHAMANUR SHIVA SHANKARAPPA,,Karnataka,DAVANGERE,GEN,INC,INC(U),343704,M,1,2,TRUE,FALSE,42.21,11332,1.39,1,2
AEKA30009,11,0,1996,BASAVARAJ RAYA REDDY,GEN,Karnataka,KOPPAL,GEN,JD,,276914,M,1,2,FALSE,FALSE,45.86,75841,12.56,1,2
AEKA30009,12,0,1998,BASAVARAJ RAYAREDDY,GEN,Karnataka,KOPPAL,GEN,JD,JD,206559,M,2,2,FALSE,TRUE,29.19,31086,4.39,1,2
AEKA322,12,0,1998,S.K.KANTA,,Karnataka,GULBARGA,GEN,SAP,,7671,M,5,1,FALSE,FALSE,1.04,4641,0.63,,1
AEKA3374,11,0,1996,G T DEVE GOWDA,,Karnataka,MYSORE,GEN,JD,,246623,M,2,2,FALSE,FALSE,33.25,83993,11.32,,2
AEKA3374,12,0,1998,G.T.DEVEGOWDA,,Karnataka,MYSORE,GEN,JD,JD,223385,M,3,2,FALSE,FALSE,26.43,218477,25.85,,2
AEKA3535,12,0,1998,JIGAJINAGI RAMESH CHANDAPPA,SC,Karnataka,CHIKKODI,SC,LS,,359760,M,1,1,FALSE,FALSE,52.99,131238,19.33,1,1
AEKA3696,12,0,1998,AJAYKUMAR SAMBASADASHIV SARNAIK,GEN,Karnataka,BAGALKOT,GEN,LS,,352795,M,1,1,FALSE,FALSE,49.73,83632,11.79,1,1
AEKA4406,11,0,1996,AYANUR MANJUNATHA,GEN,Karnataka,SHIMOGA,GEN,BJP,,230916,M,2,2,FALSE,FALSE,32.08,129926,18.05,1,2
AEKA4406,12,0,1998,AYANOOR MANJUNATH,GEN,Karnataka,SHIMOGA,GEN,BJP,BJP,352277,M,1,2,FALSE,FALSE,45.4,159907,20.61,1,2
AEKA5636,12,0,1998,R.NARAYANA,,Karnataka,TUMKUR,GEN,INC,,256125,M,2,1,FALSE,FALSE,35.6,123462,17.16,,1
AEKA596,11,0,1996,C N BHASKARAPPA,,Karnataka,TUMKUR,GEN,JD,,192228,M,1,2,FALSE,FALSE,28.6,15712,2.34,1,2
AEKA596,12,0,1998,BHASKARAPPA C.N.,,Karnataka,TUMKUR,GEN,JD,JD,132663,M,3,2,FALSE,TRUE,18.44,129392,17.99,1,2
AEKA7403,7,0,1980,SIDNAL SHANMUKHAPPA BASAPPA,,Karnataka,BELGAUM,GEN,INC(I),,217527,M,1,5,FALSE,FALSE,52.29,141197,33.94,4,5
AEKA7403,8,0,1984,SIDNAL SHANMUKHAPPA BASAPPA,,Karnataka,BELGAUM,GEN,INC,INC(I),202506,M,1,5,FALSE,TRUE,42.66,35540,7.49,4,5
AEKA7403,9,0,1989,SIDNAL SHANMUKAPPA BASSAPPA,,Karnataka,BELGAUM,GEN,INC,INC,210329,M,1,5,FALSE,TRUE,32.5,23048,3.56,4,5
AEKA7403,10,0,1991,SIDNAL SHANMUKHAPPA BASAPPA,,Karnataka,BELGAUM,GEN,INC,INC,161391,M,1,5,FALSE,TRUE,31.02,46109,8.86,4,5
AEKA7403,12,0,1998,S.B.SIDNAL,,Karnataka,BELGAUM,GEN,INC,INC,230834,M,2,5,FALSE,FALSE,31.87,118873,16.41,4,5
AEKA8129,10,0,1991,V. HANUMAPPA,,Karnataka,KOLAR,SC,BJP,,173525,M,2,3,FALSE,FALSE,29.53,21368,3.64,,3
AEKA8129,11,0,1996,V HANUMAPPA,,Karnataka,KOLAR,SC,BJP,BJP,84558,M,3,3,FALSE,FALSE,12.09,79802,11.41,,3
AEKA8129,12,0,1998,V.HANUMAPPA,,Karnataka,KOLAR,SC,BJP,BJP,225368,M,3,3,FALSE,FALSE,29.35,217241,28.29,,3
AEKA8895,11,0,1996,I M JAYARAMA SHETTY,,Karnataka,UDUPI,GEN,BJP,,233478,M,2,2,FALSE,FALSE,36.97,86185,13.65,1,2
AEKA8895,12,0,1998,I.M.JAYARAMA SHETTY,,Karnataka,UDUPI,GEN,BJP,BJP,341466,M,1,2,FALSE,FALSE,50.83,56568,8.42,1,2
AEKA8934,10,0,1991,D.C. SRIKANTAPPA,GEN,Karnataka,CHIKMAGALUR,GEN,BJP,,185437,M,2,2,FALSE,FALSE,36.5,87710,17.26,1,2
AEKA8934,12,0,1998,SREEKANTAPPA  D.C.,GEN,Karnataka,CHIKMAGALUR,GEN,BJP,BJP,316137,M,1,2,FALSE,FALSE,44,52496,7.31,1,2
AEKA8974,12,0,1998,B.P.SHIVAKUMAR,,Karnataka,SHIMOGA,GEN,JD,,37953,M,4,1,FALSE,FALSE,4.89,31388,4.05,,1
AEKA9308,11,0,1996,KOUJALAGI SHIVANAND HEMAPPA,,Karnataka,BELGAUM,GEN,JD,,224479,M,1,2,FALSE,FALSE,35,70637,11.01,1,2
AEKA9308,12,0,1998,SHIVANAND H.KOUJALAGI,,Karnataka,BELGAUM,GEN,JD,JD,111961,M,3,2,FALSE,TRUE,15.46,67160,9.27,1,2
AEKA9354,12,0,1998,PATIL BASANAGOUDA LINGANAGOUDA,,Karnataka,BIJAPUR,GEN,BJP,,208801,M,2,1,FALSE,FALSE,32.65,57640,9.01,,1
AEKA988,12,0,1998,VITHAL HEROOR,GEN,Karnataka,GULBARGA,GEN,BSP,,55583,M,4,1,FALSE,FALSE,7.56,47912,6.51,,1
AEKL100440,12,0,1998,P.M. Suresh Babu,,Kerala,BADAGARA,GEN,INC,,348715,M,2,1,FALSE,FALSE,41.47,279151,33.19,,1
AEKL101346,9,0,1989,K. MURALEEDHARAN,GEN,Kerala,CALICUT,GEN,INC,,377858,M,1,4,FALSE,FALSE,48.18,28957,3.69,2,4
AEKL101346,10,0,1991,K. MURALEEDHARAN,GEN,Kerala,CALICUT,GEN,INC,INC,355113,M,1,4,FALSE,TRUE,47.53,15884,2.13,2,4
AEKL101346,11,0,1996,K. MURALEEDHARAN,GEN,Kerala,CALICUT,GEN,INC,INC,316862,M,2,4,FALSE,TRUE,42.68,259920,35.01,2,4
AEKL101346,12,0,1998,K. Muraleedharan,GEN,Kerala,TRICHUR,GEN,INC,INC,321807,M,2,4,FALSE,FALSE,44.5,263421,36.42,2,4
AEKL102077,8,0,1984,SURESH KURUP,GEN,Kerala,KOTTAYAM,GEN,CPM,,264444,M,1,4,FALSE,FALSE,47.49,5853,1.05,2,4
AEKL102077,9,0,1989,SURESH KURUP,GEN,Kerala,KOTTAYAM,GEN,CPM,CPM,331276,M,2,4,FALSE,TRUE,44.21,312827,41.74,2,4
AEKL102077,10,0,1991,SURESH KURUP,GEN,Kerala,MAVELIKARA,GEN,CPM,CPM,279031,M,2,4,FALSE,FALSE,44.98,253366,40.84,2,4
AEKL102077,12,0,1998,Suresh Kurup,GEN,Kerala,KOTTAYAM,GEN,CPM,CPM,335893,M,1,4,FALSE,FALSE,46.98,5446,0.76,2,4
AEKL102444,12,0,1998,N.A.Nellikunnu,,Kerala,KASARAGOD,GEN,INL,,17736,M,4,1,FALSE,FALSE,2.05,15852,1.83,,1
AEKL102659,12,0,1998,A.P. Abdul Vahab,,Kerala,MANJERI,GEN,INL,,32191,M,4,1,FALSE,FALSE,3.99,0,0,,1
AEKL103263,11,0,1996,N.K.PREMACHANDRAN,GEN,Kerala,QUILON,GEN,RSP,,359786,M,1,2,FALSE,FALSE,49.78,78370,10.84,2,2
AEKL103263,12,0,1998,N.K. Premachandran,GEN,Kerala,QUILON,GEN,RSP,RSP,396145,M,1,2,FALSE,TRUE,52.11,71762,9.44,2,2
AEKL103385,12,0,1998,Robinson David,,Kerala,TRIVANDRUM,GEN,BSP,,2871,M,4,1,FALSE,FALSE,0.38,995,0.13,,1
AEKL105047,12,0,1998,Rajan Moolaveettil,,Kerala,MAVELIKARA,GEN,BJP,,68450,M,3,1,FALSE,FALSE,11.02,65265,10.5,,1
AEKL105486,12,0,1998,Chettoor Balakrishnan Master,,Kerala,BADAGARA,GEN,BJP,,69564,M,3,1,FALSE,FALSE,8.27,57599,6.85,,1
AEKL105660,11,0,1996,K.KARUNAKARAN,,Kerala,TRICHUR,GEN,INC,,307002,M,2,2,FALSE,FALSE,44.45,265863,38.5,1,2
AEKL105660,12,0,1998,K. Karunakaran,,Kerala,TRIVANDRUM,GEN,INC,INC,337429,M,1,2,FALSE,FALSE,44.35,15398,2.02,1,2
AEKL106062,12,0,1998,Varkala Radhakrishnan,GEN,Kerala,CHIRAYINKIL,GEN,CPM,,321479,M,1,1,FALSE,FALSE,46.61,7542,1.09,1,1
AEKL106384,12,0,1998,P.M. Velayudhan,SC,Kerala,OTTAPALAM,SC,BJP,,63185,M,3,1,FALSE,FALSE,8.83,61849,8.64,,1
AEKL106408,10,0,1991,E. AHAMED,GEN,Kerala,MANJERI,GEN,MUL,,375456,M,1,3,FALSE,FALSE,51.32,89323,12.21,3,3
AEKL106408,11,0,1996,E.AHAMMED,GEN,Kerala,MANJERI,GEN,MUL,MUL,376001,M,1,3,FALSE,TRUE,48.46,54971,7.08,3,3
AEKL106408,12,0,1998,E. Ahamed,GEN,Kerala,MANJERI,GEN,MUL,MUL,400609,M,1,3,TRUE,TRUE,49.65,106009,13.14,3,3
AEKL106553,8,0,1984,V. V. RAGHAVAN,,Kerala,TRICHUR,GEN,CPI,,217393,M,2,3,FALSE,FALSE,42.01,194906,37.66,2,3
AEKL106553,11,0,1996,V.V.RAGHAVAN,,Kerala,TRICHUR,GEN,CPI,CPI,308482,M,1,3,FALSE,FALSE,44.67,1480,0.21,2,3
AEKL106553,12,0,1998,V.V. Raghavan,,Kerala,TRICHUR,GEN,CPI,CPI,340216,M,1,3,FALSE,TRUE,47.04,18409,2.55,2,3
AEKL107199,12,0,1998,K.C. Rajan,,Kerala,QUILON,GEN,INC,,324383,M,2,1,FALSE,FALSE,42.67,287467,37.81,,1
